damage_level,image_path,num_detections,centroids
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00087.jpg,1,"[(369.78253173828125, 142.78024291992188)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00088.jpg,1,"[(364.3912353515625, 154.21246337890625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00089.jpg,1,"[(370.05889892578125, 136.80809020996094)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00090.jpg,1,"[(382.5977783203125, 134.6968536376953)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00091.jpg,1,"[(380.02679443359375, 134.20950317382812)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00092.jpg,1,"[(376.41485595703125, 147.3457489013672)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00093.jpg,1,"[(381.2772216796875, 156.50588989257812)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00094.jpg,1,"[(383.4792785644531, 129.31967163085938)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00095.jpg,1,"[(372.8885498046875, 138.9486083984375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00096.jpg,1,"[(368.718017578125, 141.30215454101562)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00097.jpg,1,"[(370.450927734375, 150.1539764404297)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00098.jpg,1,"[(360.85821533203125, 133.4325408935547)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00099.jpg,1,"[(383.13037109375, 139.01571655273438)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00100.jpg,1,"[(381.28778076171875, 132.12481689453125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00101.jpg,1,"[(378.4409484863281, 135.7229461669922)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00102.jpg,1,"[(363.91656494140625, 141.9339599609375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00103.jpg,1,"[(368.60418701171875, 155.05101013183594)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00104.jpg,1,"[(376.30682373046875, 157.46893310546875)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00105.jpg,1,"[(382.4176330566406, 145.91397094726562)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00106.jpg,1,"[(363.38055419921875, 167.14378356933594)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00107.jpg,1,"[(366.7501525878906, 153.29220581054688)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00108.jpg,1,"[(367.34588623046875, 153.755615234375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00109.jpg,1,"[(369.73431396484375, 143.04891967773438)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00110.jpg,1,"[(372.22503662109375, 143.0769500732422)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00111.jpg,1,"[(366.5433349609375, 143.03062438964844)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00112.jpg,1,"[(373.11083984375, 144.26071166992188)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00113.jpg,1,"[(370.33544921875, 164.1999969482422)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00114.jpg,1,"[(358.28338623046875, 151.28379821777344)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00115.jpg,1,"[(368.517578125, 146.78155517578125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00116.jpg,1,"[(378.26824951171875, 150.0984649658203)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00117.jpg,1,"[(376.55804443359375, 164.09878540039062)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00118.jpg,1,"[(367.60540771484375, 154.60777282714844)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00119.jpg,1,"[(373.1346740722656, 156.83848571777344)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00120.jpg,1,"[(372.73834228515625, 149.7073974609375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00121.jpg,1,"[(376.91912841796875, 136.0989227294922)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00122.jpg,1,"[(362.4727783203125, 147.92422485351562)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00123.jpg,1,"[(374.2884521484375, 151.37327575683594)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00124.jpg,1,"[(374.2684020996094, 144.8679962158203)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00125.jpg,1,"[(375.4542236328125, 152.02955627441406)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00126.jpg,1,"[(372.497802734375, 144.68751525878906)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00127.jpg,1,"[(376.4115905761719, 147.07200622558594)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00128.jpg,1,"[(354.8934326171875, 148.49099731445312)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00129.jpg,1,"[(362.5548095703125, 148.79981994628906)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00130.jpg,1,"[(372.0127868652344, 143.1531524658203)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00131.jpg,1,"[(360.4385986328125, 141.95736694335938)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00132.jpg,1,"[(362.5475769042969, 177.13662719726562)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00133.jpg,1,"[(361.40771484375, 143.89039611816406)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00134.jpg,1,"[(376.07122802734375, 136.1193084716797)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00135.jpg,1,"[(372.81243896484375, 175.0107879638672)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00136.jpg,1,"[(374.1501159667969, 156.79766845703125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00137.jpg,1,"[(369.255126953125, 146.14659118652344)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00138.jpg,1,"[(379.2179870605469, 144.66937255859375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00139.jpg,1,"[(375.0552673339844, 145.28054809570312)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00140.jpg,1,"[(366.2618408203125, 157.8982391357422)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00141.jpg,1,"[(377.6085205078125, 149.66943359375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00142.jpg,1,"[(361.27410888671875, 141.60446166992188)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00143.jpg,1,"[(361.2318115234375, 143.70828247070312)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00144.jpg,1,"[(372.3214111328125, 161.34136962890625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00145.jpg,1,"[(373.92181396484375, 148.91567993164062)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00146.jpg,1,"[(371.3572998046875, 166.21595764160156)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00147.jpg,1,"[(371.6055603027344, 142.55853271484375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00148.jpg,1,"[(381.48187255859375, 138.1624298095703)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00149.jpg,1,"[(380.2577819824219, 151.224609375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00150.jpg,1,"[(379.8018798828125, 139.81625366210938)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00151.jpg,1,"[(371.60357666015625, 159.5012969970703)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00152.jpg,1,"[(378.50238037109375, 153.5047607421875)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00153.jpg,1,"[(367.6663818359375, 141.50469970703125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00154.jpg,1,"[(365.95819091796875, 154.19265747070312)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00155.jpg,1,"[(368.94866943359375, 151.27154541015625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00156.jpg,1,"[(363.2552490234375, 149.9925079345703)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00157.jpg,1,"[(363.0362854003906, 149.0931396484375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00158.jpg,1,"[(369.01885986328125, 159.2535858154297)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00159.jpg,1,"[(354.93017578125, 140.045166015625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00160.jpg,1,"[(362.9956359863281, 147.292236328125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00161.jpg,1,"[(360.06854248046875, 139.28611755371094)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00162.jpg,1,"[(360.80010986328125, 148.83355712890625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00163.jpg,1,"[(372.5083923339844, 153.3086700439453)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00164.jpg,1,"[(354.91217041015625, 152.22125244140625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00165.jpg,1,"[(364.1418762207031, 146.7240753173828)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00166.jpg,1,"[(369.9292907714844, 163.59793090820312)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00167.jpg,1,"[(359.68951416015625, 140.84754943847656)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00168.jpg,1,"[(373.60479736328125, 142.7617645263672)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00169.jpg,1,"[(373.23065185546875, 144.14755249023438)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00170.jpg,1,"[(370.7598876953125, 146.70880126953125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00171.jpg,1,"[(358.57086181640625, 144.511474609375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00172.jpg,1,"[(363.4595947265625, 174.1515655517578)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00173.jpg,1,"[(365.077392578125, 136.27098083496094)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00174.jpg,1,"[(364.4087829589844, 161.0467529296875)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00175.jpg,1,"[(359.87554931640625, 147.028564453125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00176.jpg,1,"[(362.9345703125, 155.24256896972656)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00177.jpg,1,"[(345.18609619140625, 159.18045043945312)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00178.jpg,1,"[(347.76812744140625, 149.1991729736328)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00179.jpg,1,"[(355.62493896484375, 165.9473876953125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00180.jpg,1,"[(354.2663879394531, 164.31732177734375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00181.jpg,1,"[(361.51153564453125, 164.7445831298828)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00182.jpg,1,"[(352.81280517578125, 160.3801727294922)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00183.jpg,1,"[(353.092041015625, 174.80287170410156)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00184.jpg,1,"[(341.2969970703125, 149.95538330078125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00185.jpg,1,"[(344.4972839355469, 145.847900390625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00186.jpg,1,"[(351.22760009765625, 174.26290893554688)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00187.jpg,1,"[(336.1735534667969, 150.60113525390625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00188.jpg,1,"[(354.7908935546875, 161.17210388183594)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00189.jpg,1,"[(354.3643493652344, 152.5252685546875)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00190.jpg,1,"[(354.16259765625, 155.4845733642578)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00191.jpg,1,"[(351.2857971191406, 185.94345092773438)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00192.jpg,1,"[(338.30413818359375, 160.2415313720703)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00193.jpg,1,"[(345.54876708984375, 169.4110565185547)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00194.jpg,1,"[(342.61407470703125, 166.11514282226562)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00195.jpg,1,"[(357.048583984375, 159.4881591796875)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00196.jpg,1,"[(353.09173583984375, 152.0693359375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00197.jpg,1,"[(355.90966796875, 149.19766235351562)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00198.jpg,1,"[(342.9146728515625, 143.228271484375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00199.jpg,1,"[(358.1339111328125, 147.5548095703125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00200.jpg,1,"[(341.65338134765625, 166.51625061035156)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00201.jpg,1,"[(326.36029052734375, 147.45465087890625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00202.jpg,1,"[(356.35552978515625, 153.04270935058594)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00203.jpg,1,"[(343.8356018066406, 156.95977783203125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00204.jpg,1,"[(350.620361328125, 164.7978515625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00205.jpg,1,"[(359.0672912597656, 148.88937377929688)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00206.jpg,1,"[(335.23419189453125, 146.89004516601562)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00207.jpg,1,"[(342.03106689453125, 177.79917907714844)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00208.jpg,1,"[(338.4820251464844, 141.48016357421875)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00209.jpg,1,"[(356.25079345703125, 141.3045654296875)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00210.jpg,1,"[(337.95831298828125, 157.031982421875)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00211.jpg,1,"[(338.5799560546875, 146.2866668701172)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00212.jpg,1,"[(337.4034423828125, 165.47048950195312)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00213.jpg,1,"[(335.937744140625, 153.9954071044922)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00214.jpg,1,"[(340.39111328125, 151.29879760742188)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00215.jpg,1,"[(345.98455810546875, 155.85919189453125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00216.jpg,1,"[(338.82501220703125, 136.9353485107422)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00217.jpg,1,"[(347.6805114746094, 170.8560791015625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00218.jpg,1,"[(340.04827880859375, 151.55966186523438)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00219.jpg,1,"[(347.457763671875, 147.22071838378906)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00220.jpg,1,"[(342.2174072265625, 137.4163360595703)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00221.jpg,1,"[(351.67578125, 148.27847290039062)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00222.jpg,1,"[(349.716552734375, 140.76559448242188)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00223.jpg,1,"[(348.552001953125, 141.62380981445312)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00224.jpg,1,"[(357.462158203125, 146.560302734375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00225.jpg,1,"[(347.87493896484375, 154.23989868164062)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00226.jpg,1,"[(354.6250305175781, 147.96401977539062)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00227.jpg,1,"[(352.2953186035156, 149.87257385253906)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00228.jpg,1,"[(342.5897216796875, 135.9346466064453)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00229.jpg,1,"[(345.7349853515625, 144.24728393554688)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00230.jpg,1,"[(348.1687927246094, 141.35313415527344)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00231.jpg,1,"[(333.1617431640625, 140.7857208251953)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00232.jpg,1,"[(343.07452392578125, 158.30752563476562)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00233.jpg,1,"[(349.84307861328125, 186.92437744140625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00234.jpg,1,"[(347.5186462402344, 156.5110626220703)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00235.jpg,1,"[(343.7430114746094, 160.48497009277344)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00236.jpg,1,"[(334.27984619140625, 147.42788696289062)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00237.jpg,1,"[(345.20245361328125, 147.4132537841797)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00238.jpg,1,"[(334.5545654296875, 145.3027801513672)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00239.jpg,1,"[(342.10650634765625, 146.57949829101562)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00240.jpg,1,"[(340.3226318359375, 143.21421813964844)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00241.jpg,1,"[(345.16424560546875, 152.4168701171875)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00242.jpg,1,"[(349.91082763671875, 143.81192016601562)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00243.jpg,1,"[(337.2309265136719, 145.20394897460938)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00244.jpg,1,"[(348.27874755859375, 157.64303588867188)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00245.jpg,1,"[(345.3869934082031, 159.12474060058594)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00246.jpg,1,"[(336.01068115234375, 145.65887451171875)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00247.jpg,1,"[(343.41058349609375, 157.82955932617188)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00248.jpg,1,"[(347.7006530761719, 146.24444580078125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00249.jpg,1,"[(346.5075378417969, 143.53399658203125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00250.jpg,1,"[(336.2945861816406, 163.74374389648438)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00251.jpg,1,"[(327.5033874511719, 145.8284912109375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00252.jpg,1,"[(346.98089599609375, 155.7037353515625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00253.jpg,1,"[(341.69921875, 131.46241760253906)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00254.jpg,1,"[(345.5921936035156, 144.75904846191406)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00255.jpg,1,"[(338.53582763671875, 157.74789428710938)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00256.jpg,1,"[(344.85296630859375, 144.80438232421875)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00257.jpg,1,"[(339.6436767578125, 149.08033752441406)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00258.jpg,1,"[(340.64617919921875, 149.3143768310547)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00259.jpg,1,"[(335.097900390625, 148.51255798339844)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00260.jpg,1,"[(331.0419921875, 161.47251892089844)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00261.jpg,1,"[(333.64495849609375, 145.7873077392578)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00262.jpg,1,"[(323.554931640625, 138.776611328125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00263.jpg,1,"[(330.6440734863281, 151.3271484375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00264.jpg,1,"[(341.435546875, 167.27511596679688)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00265.jpg,1,"[(333.22894287109375, 139.81153869628906)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00266.jpg,1,"[(338.5771179199219, 165.49325561523438)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00267.jpg,1,"[(338.32525634765625, 173.29534912109375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00268.jpg,1,"[(334.6463928222656, 164.81607055664062)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00269.jpg,1,"[(338.9549865722656, 151.62118530273438)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00270.jpg,1,"[(337.4262390136719, 161.55398559570312)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00271.jpg,1,"[(335.7483825683594, 166.3345947265625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00272.jpg,1,"[(338.38616943359375, 139.282470703125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00273.jpg,1,"[(324.1811218261719, 137.02667236328125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00274.jpg,1,"[(341.125244140625, 142.4610595703125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00275.jpg,1,"[(330.901123046875, 145.90586853027344)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00276.jpg,1,"[(340.99298095703125, 151.19552612304688)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00277.jpg,1,"[(328.10400390625, 145.23141479492188)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00278.jpg,1,"[(342.71734619140625, 156.86195373535156)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00279.jpg,1,"[(329.48138427734375, 142.0997314453125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00280.jpg,1,"[(341.3792724609375, 162.08847045898438)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00281.jpg,1,"[(336.348388671875, 168.0014190673828)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00282.jpg,1,"[(326.3735656738281, 152.3018035888672)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00283.jpg,1,"[(332.26202392578125, 145.48916625976562)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00284.jpg,1,"[(341.4272155761719, 160.8863067626953)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00285.jpg,1,"[(331.8977966308594, 137.12071228027344)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00286.jpg,1,"[(319.861328125, 155.8346405029297)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00287.jpg,1,"[(329.72271728515625, 146.9994659423828)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00288.jpg,1,"[(333.515625, 163.1136016845703)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00289.jpg,1,"[(320.251953125, 151.39212036132812)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00290.jpg,1,"[(315.78607177734375, 172.98326110839844)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00291.jpg,1,"[(307.79425048828125, 157.23068237304688)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00292.jpg,1,"[(335.974853515625, 169.67471313476562)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00293.jpg,1,"[(328.9808349609375, 160.60829162597656)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00294.jpg,1,"[(322.214111328125, 166.6492156982422)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00295.jpg,1,"[(336.41143798828125, 149.38800048828125)]"
