damage_level,image_path,num_detections,centroids
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00296.jpg,1,"[(323.62451171875, 153.97213745117188)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00297.jpg,1,"[(312.181884765625, 138.96517944335938)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00298.jpg,1,"[(328.3332824707031, 151.84201049804688)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00299.jpg,1,"[(327.0685119628906, 154.13629150390625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00300.jpg,1,"[(336.3764953613281, 157.88088989257812)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00301.jpg,1,"[(316.9777526855469, 135.79046630859375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00302.jpg,1,"[(340.9996337890625, 166.57736206054688)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00303.jpg,1,"[(333.8531494140625, 151.8013458251953)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00304.jpg,1,"[(324.4752502441406, 141.12310791015625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00305.jpg,1,"[(333.5404968261719, 155.19793701171875)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00306.jpg,1,"[(331.9564514160156, 141.7576904296875)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00307.jpg,1,"[(315.5589294433594, 149.01426696777344)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00308.jpg,1,"[(321.798095703125, 151.99510192871094)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00309.jpg,1,"[(324.3165283203125, 165.41622924804688)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00310.jpg,1,"[(330.235107421875, 155.00975036621094)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00311.jpg,1,"[(316.519775390625, 152.3013916015625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00312.jpg,1,"[(318.4399719238281, 145.1481170654297)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00313.jpg,1,"[(333.4129943847656, 162.94461059570312)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00314.jpg,1,"[(325.3337097167969, 149.25546264648438)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00315.jpg,1,"[(330.12188720703125, 137.65036010742188)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00316.jpg,1,"[(338.2676086425781, 168.0692596435547)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00317.jpg,1,"[(325.30999755859375, 139.23983764648438)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00318.jpg,1,"[(319.6829833984375, 159.79519653320312)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00319.jpg,1,"[(332.18011474609375, 138.8980255126953)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00320.jpg,1,"[(348.61358642578125, 154.45343017578125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00321.jpg,1,"[(338.919189453125, 152.36529541015625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00322.jpg,1,"[(345.66583251953125, 168.76060485839844)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00323.jpg,1,"[(322.5006103515625, 140.79164123535156)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00324.jpg,1,"[(327.5709228515625, 158.47068786621094)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00325.jpg,1,"[(326.242919921875, 157.29734802246094)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00326.jpg,1,"[(335.30029296875, 139.28005981445312)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00327.jpg,1,"[(324.4883728027344, 155.98867797851562)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00328.jpg,1,"[(307.50732421875, 140.5621337890625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00329.jpg,1,"[(322.6901550292969, 145.90353393554688)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00330.jpg,1,"[(324.11944580078125, 165.91378784179688)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00331.jpg,1,"[(314.9049072265625, 139.3744354248047)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00332.jpg,1,"[(324.91998291015625, 151.2105712890625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00333.jpg,1,"[(324.0469970703125, 160.12533569335938)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00334.jpg,1,"[(321.3191223144531, 146.85594177246094)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00335.jpg,1,"[(309.9814147949219, 143.1948699951172)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00336.jpg,1,"[(333.2510986328125, 156.45265197753906)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00337.jpg,1,"[(324.8809509277344, 140.4826202392578)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00338.jpg,1,"[(344.3641357421875, 148.4997100830078)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00339.jpg,1,"[(328.3359375, 149.77471923828125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00340.jpg,1,"[(327.71368408203125, 146.498046875)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00341.jpg,1,"[(312.84368896484375, 146.6256103515625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00342.jpg,1,"[(315.8128662109375, 138.49940490722656)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00343.jpg,1,"[(318.8095703125, 148.43255615234375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00344.jpg,1,"[(318.6900634765625, 139.91537475585938)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00345.jpg,1,"[(325.35186767578125, 158.29330444335938)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00346.jpg,1,"[(336.43597412109375, 135.0384979248047)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00347.jpg,1,"[(330.34649658203125, 151.8531951904297)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00348.jpg,1,"[(325.55126953125, 154.04600524902344)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00349.jpg,1,"[(337.52978515625, 149.55836486816406)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00350.jpg,1,"[(322.0292663574219, 143.19529724121094)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00351.jpg,1,"[(340.27374267578125, 151.83351135253906)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00352.jpg,1,"[(329.413818359375, 165.87648010253906)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00353.jpg,1,"[(329.73077392578125, 136.30377197265625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00354.jpg,1,"[(320.96527099609375, 149.29095458984375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00355.jpg,1,"[(329.9944152832031, 146.27392578125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00356.jpg,1,"[(331.53057861328125, 141.21246337890625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00357.jpg,1,"[(336.0726318359375, 138.28631591796875)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00358.jpg,1,"[(327.300537109375, 144.039306640625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00359.jpg,1,"[(336.26116943359375, 148.12606811523438)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00360.jpg,1,"[(323.46063232421875, 157.58648681640625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00361.jpg,1,"[(331.32647705078125, 148.44039916992188)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00362.jpg,1,"[(335.6184387207031, 145.70960998535156)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00363.jpg,1,"[(343.00262451171875, 172.86508178710938)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00364.jpg,1,"[(344.78948974609375, 149.70327758789062)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00365.jpg,1,"[(348.5869140625, 151.4036407470703)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00366.jpg,1,"[(350.34088134765625, 147.71388244628906)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00367.jpg,1,"[(341.31695556640625, 140.9899139404297)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00368.jpg,1,"[(340.37042236328125, 154.69789123535156)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00369.jpg,1,"[(344.996826171875, 146.31277465820312)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00370.jpg,1,"[(338.823974609375, 161.17800903320312)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00371.jpg,1,"[(349.05450439453125, 160.1881561279297)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00372.jpg,1,"[(355.07464599609375, 156.41323852539062)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00373.jpg,1,"[(330.3878479003906, 146.07838439941406)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00374.jpg,1,"[(336.21588134765625, 146.13198852539062)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00375.jpg,1,"[(341.5255126953125, 156.11087036132812)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00376.jpg,1,"[(334.81976318359375, 155.92747497558594)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00377.jpg,1,"[(333.4161376953125, 166.63795471191406)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00378.jpg,1,"[(327.963134765625, 146.7943572998047)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00379.jpg,1,"[(332.9481506347656, 170.3655548095703)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00380.jpg,1,"[(327.854736328125, 149.1724853515625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00381.jpg,1,"[(330.9306945800781, 160.29244995117188)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00382.jpg,1,"[(331.0409851074219, 144.77220153808594)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00383.jpg,1,"[(329.65899658203125, 157.51858520507812)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00384.jpg,1,"[(327.21649169921875, 151.64927673339844)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00385.jpg,1,"[(333.78363037109375, 159.12374877929688)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00386.jpg,1,"[(337.64971923828125, 141.17881774902344)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00387.jpg,1,"[(328.6204833984375, 142.48155212402344)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00388.jpg,1,"[(336.3117370605469, 181.0660400390625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00389.jpg,1,"[(335.8390808105469, 142.25994873046875)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00390.jpg,1,"[(332.8822326660156, 164.53573608398438)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00391.jpg,1,"[(334.1095886230469, 146.2633819580078)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00392.jpg,1,"[(339.3587341308594, 163.00234985351562)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00393.jpg,1,"[(337.06768798828125, 150.35313415527344)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00394.jpg,1,"[(333.3100280761719, 170.48077392578125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00395.jpg,1,"[(330.5491943359375, 148.64674377441406)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00396.jpg,1,"[(341.01947021484375, 157.28768920898438)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00397.jpg,1,"[(339.6792907714844, 147.00120544433594)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00398.jpg,1,"[(331.93328857421875, 170.64825439453125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00399.jpg,1,"[(335.81134033203125, 146.81512451171875)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00400.jpg,1,"[(343.48956298828125, 182.61073303222656)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00401.jpg,1,"[(338.3677978515625, 142.05722045898438)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00402.jpg,1,"[(338.238037109375, 154.64630126953125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00403.jpg,1,"[(351.10736083984375, 166.94908142089844)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00404.jpg,1,"[(335.5313720703125, 152.58413696289062)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00405.jpg,1,"[(332.994140625, 157.8539276123047)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00406.jpg,1,"[(335.0093078613281, 141.24771118164062)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00407.jpg,1,"[(335.37921142578125, 153.2092742919922)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00408.jpg,1,"[(332.7215576171875, 144.56216430664062)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00409.jpg,1,"[(334.55999755859375, 148.64599609375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00410.jpg,1,"[(344.42437744140625, 153.91046142578125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00411.jpg,1,"[(334.94232177734375, 148.41371154785156)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00412.jpg,1,"[(338.59161376953125, 167.46871948242188)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00413.jpg,1,"[(334.66668701171875, 144.9317626953125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00414.jpg,1,"[(338.72589111328125, 146.3995361328125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00415.jpg,1,"[(334.5955505371094, 159.3789825439453)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00416.jpg,1,"[(346.2926025390625, 151.854248046875)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00417.jpg,1,"[(331.61767578125, 169.26068115234375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00418.jpg,1,"[(332.112548828125, 150.26022338867188)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00419.jpg,1,"[(336.12115478515625, 159.29026794433594)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00420.jpg,1,"[(339.63665771484375, 150.06570434570312)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00421.jpg,1,"[(334.69598388671875, 138.5478973388672)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00422.jpg,1,"[(333.1910705566406, 147.576171875)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00423.jpg,1,"[(328.49053955078125, 144.90859985351562)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00424.jpg,1,"[(328.48199462890625, 137.70106506347656)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00425.jpg,1,"[(332.0584411621094, 154.90646362304688)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00426.jpg,1,"[(336.8614501953125, 152.72911071777344)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00427.jpg,1,"[(332.6639404296875, 138.5400848388672)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00428.jpg,1,"[(334.03851318359375, 148.791015625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00429.jpg,1,"[(334.83038330078125, 150.75396728515625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00430.jpg,1,"[(336.5157470703125, 142.48681640625)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00431.jpg,1,"[(337.86260986328125, 157.73294067382812)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00432.jpg,1,"[(333.81903076171875, 144.9487762451172)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00433.jpg,1,"[(331.11407470703125, 178.818115234375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00434.jpg,1,"[(328.60235595703125, 149.03883361816406)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00435.jpg,1,"[(339.5021057128906, 168.3411865234375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00436.jpg,1,"[(349.32208251953125, 149.69638061523438)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00437.jpg,1,"[(349.015380859375, 155.98675537109375)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00438.jpg,1,"[(343.7756042480469, 158.6553955078125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00439.jpg,1,"[(326.56036376953125, 144.0520782470703)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00440.jpg,1,"[(332.43511962890625, 158.2927703857422)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00441.jpg,1,"[(340.77410888671875, 171.2012939453125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00442.jpg,1,"[(328.19110107421875, 142.99647521972656)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00443.jpg,1,"[(329.76043701171875, 153.6100616455078)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00444.jpg,1,"[(320.8100891113281, 144.62904357910156)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00445.jpg,1,"[(323.49334716796875, 146.3622589111328)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00446.jpg,1,"[(335.2479248046875, 151.05563354492188)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00447.jpg,1,"[(332.8116149902344, 147.26934814453125)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00448.jpg,1,"[(324.4794921875, 156.88633728027344)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00449.jpg,1,"[(326.8632507324219, 160.1374969482422)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00450.jpg,1,"[(338.05352783203125, 150.7394561767578)]"
20cm,K:\Infrared flame recognition\flame\数据\Retinex\20cm\frame_00451.jpg,1,"[(336.1393737792969, 162.16363525390625)]"
